Pattern,Matches,Clue,Answer,Quality,Reviewed
coc_,cock coca coco,,,,
p_ddling,peddling puddling,,,,
locke_,locker locket,,,,
lak_,lake lakh,,,,
remo_e,remove remote,Swipe the channel changer,Remove remote,2.0,True
t_y,try thy toy,,,,
_ens,lens pens gens sens,,,,
swee_,sweet sweep,,,,
d_ll,dull doll dell dill,,,,
lou_,loud loup lour,,,,
grai_,grain grail,,,,
disc_rd,discard discord,,,,
re_eal,reveal repeal,,,,
mo_n,moon morn moan mown moun,,,,
s_uff,stuff snuff,,,,
cr_stal,crystal crustal,,,,
slun_,slung slunk,,,,
britanni_,britannia britannic,,,,
optimis_,optimism optimist,,,,
shee_,sheet sheep sheer sheen,,,,
a_le,able axle,,,,
_urly,curly burly surly,,,,
sc_ne,scene scone,,,,
w_ng,wing wang wong,,,,
gl_be,globe glebe,,,,
probabl_,probably probable,,,,
lo_s,loss loos,,,,
_eduction,reduction deduction seduction,,,,
divi_ing,dividing divining,,,,
ne_rotic,neurotic necrotic,,,,
s_ook,shook spook,,,,
cu_icle,cuticle cubicle,,,,
te_l,tell teal teil,,,,
g_ad,glad goad,,,,
_er,her per fer yer ner,,,,
_arch,march larch,,,,
_urner,turner burner,,,,
cr_b,crab crib,,,,
t_ng,tang ting tong,,,,
b_nker,banker bunker,,,,
g_azing,grazing glazing,,,,
pas_,past pass,,,,
sp_,spy spa,,,,
bail_e,bailee bailie,,,,
tra_t,tract trait,,,,
le_t,left lest lent leet,,,,
p_per,paper piper,,,,
_even,seven leven,,,,
la_ch,latch larch,,,,
g_ld,gold gild,,,,
trai_er,trailer trainer,,,,
treasur_,treasury treasure,,,,
_ier,pier tier bier,,,,
_aton,baton raton,,,,
w_an,whan wean,,,,
lu_e,luke lure luce lute luxe lune,,,,
squir_,squire squirm squirt,,,,
_inion,pinion minion,,,,
s_amp,stamp swamp,,,,
brave_y,bravery bravely,,,,
_rust,trust crust,,,,
_ird,bird gird,,,,
cl_ck,click clock clack,,,,
cre_t,crest crept,,,,
ab_e,able abbe,,,,
r_ng,ring rang rung rong,,,,
limite_,limited limiter,,,,
_oldly,boldly coldly,,,,
wr_st,wrist wrest,,,,
hoo_er,hooker hooper,,,,
str_de,strode stride,,,,
_arming,farming warming,,,,
wol_,wolf wold woll,,,,
s_eep,sleep sheep steep sweep,,,,
triple_,triplet triplex,,,,
_lder,elder alder,,,,
v_sta,vista vesta,,,,
_rading,trading grading,,,,
squ_re,square squire,Nerdy lord,Square squire,,True
spo_t,sport spout,,,,
thum_,thumb thump,,,,
po_t,post port poet pott pout,,,,
_ostage,postage hostage,,,,
indorse_,indorsed indorser indorsee,,,,
_easoning,reasoning seasoning,,,,
sund_y,sunday sundry,,,,True
tre_,tree trek trey,,,,
here_y,hereby heresy,Declared profanity,Hereby heresy,2.0,True
ne_,new net nee ner neb nep nef,,,,
m_rlin,merlin marlin,,,,
wic_,wick wich,,,,
_lemish,flemish blemish,,,,
_alk,talk walk falk balk,,,,
stabl_,stable stably,,,,
ha_red,hatred haired,,,,
tra_e,trade trace,,,,
sh_ck,shock shack,,,,
s_at,seat spat swat scat slat,,,,
_eme,feme seme,,,,
_otary,rotary notary,,,,
br_tt,brett britt,,,,
burne_,burned burner burnet,,,,
_as,was has gas las pas nas ras vas tas,,,,
ca_per,camper capper,,,,
sl_m,slim slum slam,,,,
g_t,get got gut git gat,,,,
din_,dine ding dint,,,,
_rap,trap wrap crap,,,,
conve_t,convert convent,,,,
mo_a,mona mora,,,,
_ennet,bennet rennet,,,,
_alate,palate malate,,,,
hi_t,hist hint hilt,,,,
temp_,tempo tempt temps,,,,
statu_e,statute stature,,,,
po_tage,postage portage,,,,
hau_,haul haut,,,,
bul_y,bulky bully,,,,
sto_ping,stopping stooping,,,,
l_rch,larch lurch,,,,
sei_e,seize seine,,,,
_ey,key hey ley dey bey fey,,,,
_arton,barton carton,,,,
w_ld,wild weld wald wold,,,,
sp_n,spin span spun,,,,
cro_s,cross crows,,,,
_elieve,believe relieve,,,,
lesso_,lesson lessor,,,,
_et,get set yet let met net wet jet pet bet ret fet ket eet,,,,
disse_t,dissent dissect dissert,,,,
_apacity,capacity rapacity,,,,
ba_ley,bailey barley,,,,
c_ble,cable coble,,,,
ear_,earl earn,,,,
_adge,badge madge,,,,
bo_us,bonus bolus bogus,,,,
r_p,rep rip rap,,,,
chrom_te,chromate chromite,,,,
_older,holder folder solder,,,,
ta_l,tall tail,,,,
_amp,camp lamp damp ramp vamp,,,,
sh_ly,shyly shaly,,,,
je_,jet jew jeg,,,,
_rouse,arouse grouse crouse,,,,
ho_d,hold hood,,,,
ste_e,steve stele,,,,
lat_,late lath lata,,,,
ed_y,eddy edgy,,,,
a_one,alone atone,,,,
l_dger,ledger lodger,,,,
cr_p,crop crap,,,,
co_ter,cotter coster,,,,
_lazer,blazer glazer,,,,
st_ut,stout strut,,,,
_olling,rolling polling bolling,,,,
_eamed,beamed teamed,,,,
b_ar,bear boar,,,,
dist_l,distal distil,,,,
co_ky,cocky corky,,,,
moa_,moan moat,,,,
g_rth,girth garth,,,,
s_orn,sworn scorn shorn,,,,
attac_,attack attach,,,,True
_owl,bowl fowl howl cowl,,,,
dus_,dust dusk,,,,
_owdy,rowdy dowdy,,,,
thro_,throw throb,,,,
sig_,sign sigh,,,,
_ling,cling fling sling,,,,
s_urred,spurred slurred,,,,
ranc_,ranch rance,,,,
_ediment,sediment pediment,,,,
wage_,wages wager,,,,
m_at,meat moat,,,,
d_sh,dish dash,,,,
_ube,tube cube,,,,
fluori_e,fluoride fluorine fluorite,,,,
no_se,noise norse noose,,,,
s_ll,sell sill,,,,
a_ore,adore afore,,,,
ca_tor,castor cantor captor,,,,
spar_,spare spark,,,,
b_a,boa baa,,,,
whor_,whore whorl,,,,
_au,tau pau,,,,
gla_s,glass glans,,,,
n_d,nod nad,,,,
alon_,along alone,,,,
d_ily,daily drily,,,,
comm_nd,command commend,,,,
dod_,dodd dodo,,,,
benz_l,benzyl benzol,,,,
_nack,snack knack,,,,
_inkle,winkle tinkle,,,,
i_le,idle isle ible,,,,
wor_ing,working wording,,,,
bo_el,bowel borel,,,,
mus_y,musty mushy,,,,
license_,licensed licensee,,,,
le_er,lever leper leger,,,,
cl_w,claw clew,,,,
cur_ed,cursed curled,,,,
li_ing,living lining liking,,,,True
jur_,jury jura,,,,
_owler,fowler bowler,,,,
_owering,lowering towering,,,,
_ang,hang gang wang sang rang lang yang bang tang fang pang dang,,,,
_racing,tracing bracing,,,,
_our,your four hour tour pour sour dour lour,,,,
ga_ner,garner gainer,,,,
id_,ide ido,,,,
lyr_,lyre lyra,,,,
la_k,lack lark lank,,,,
begu_,begun begum,,,,
bour_e,bourne bourse,,,,
merc_,mercy merce,,,,
swoo_,swoop swoon,,,,
l_sh,lush lash,,,,
il_,ill ile ilk,,,,
_nsure,ensure insure,,,,True
c_at,coat chat,,,,
a_a,ana ala ara ava aha aga,,,,
si_ed,sized sided sited,,,,
c_lm,calm culm,,,,
bris_ly,briskly bristly,,,,
chic_,chick chico,,,,
deri_e,derive deride,,,,
_eaked,peaked beaked,,,,
und_ing,undoing undying,,,,
lur_,lure lurk,,,,
ju_gle,jungle juggle,,,,
o_to,onto otto,,,,
str_pping,stripping strapping,,,,
_umulus,cumulus tumulus,,,,
_ickering,pickering bickering,,,,
_ider,rider cider sider,,,,
l_n,lin lyn,,,,
fon_,fond font,,,,
_anger,danger ranger hanger manger,,,,
_riest,priest driest,,,,
drie_,dried drier,,,,
h_nt,hunt hint,,,,
ga_lic,garlic gaelic gallic,,,,
fil_,file film fill fils,,,,
j_g,jug jig jog jag jeg,,,,
sl_ck,slack slick,,,,
cr_mp,cramp crump crimp,,,,
shad_,shade shady,,,,
_onde,monde ronde,,,,
l_ter,later liter,,,,
tu_f,turf tuff,,,,
s_apping,snapping slapping,,,,
ant_er,anther antler,,,,
cr_te,crete crate,,,,
w_ist,waist wrist whist,,,,
examine_,examiner examinee,,,,
_hine,thine shine rhine whine chine,,,,
_outh,south mouth youth,,,,
_lacken,slacken blacken,,,,
lit_e,litre lithe,,,,
_eb,web neb,,,,
al_,all ale als ala alt alb alp,,,,
tu_a,tuna tuba tufa,,,,
h_ld,held hold,,,,
_ledge,pledge sledge,,,,
_ealth,health wealth,,,,
paye_,payee payer,,,,
su_a,sura sula,,,,
i_on,iron icon,,,,
stran_,strand strang,,,,
_oving,moving loving roving,,,,
_nion,union onion anion,,,,
fade_,faded fader,,,,
overtur_,overture overturn,,,,
se_n,seen sean,,,,
sur_ey,survey surrey,,,,True
blan_ly,blankly blandly,,,,
li_k,link lick,,,,
s_rap,scrap strap,,,,
bille_,billed billet,,,,
la_er,later layer lager laver,,,,
fin_s,finns finis,,,,
tor_h,torch torah,,,,
mat_er,matter mather,,,,True
harde_,harder harden,,,,
tr_ad,tread triad,,,,
c_ll,call cell coll cull,,,,
pos_,post pose poss,,,,
car_age,carnage cartage,,,,
formalis_,formalism formalist,,,,
_lick,click slick flick,,,,
p_ck,pick pack peck puck,,,,
so_ver,soever solver,,,,
bidde_,bidder bidden,,,,
_omely,homely comely,,,,
_logging,clogging flogging,,,,
plante_,planted planter,,,,
_ive,give five live dive hive vive rive,,,,
_ress,press dress cress tress,,,,
_iggle,giggle wiggle,,,,
j_w,jaw jew,,,,
pa_a,para papa paca,,,,
al_er,alter alder aller,,,,
_adness,madness sadness badness,,,,
a_is,axis apis,,,,
_ota,iota rota tota,,,,
pat_,path pate,,,,
spee_,speed speer,,,,
f_ux,flux faux,,,,
spli_e,splice spline,,,,
ch_tty,chitty chatty,,,,
b_t,but bit bet bat bot,,,,
_oe,joe doe toe foe woe roe poe hoe soe moe,,,,
impa_t,impact impart,Share shock,Impart impact,2.0,True
strai_,strain strait,,,,
_ight,right might light night eight sight fight tight wight bight hight,,,,
shi_,ship shin shim,,,,
s_yly,shyly slyly,,,,
t_acker,tracker thacker,,,,
bra_t,brant bract,,,,
re_al,renal regal,,,,
s_eptical,skeptical sceptical,,,,
fl_ng,flung fling,,,,
so_th,south sooth,,,,
_rill,drill grill brill trill frill,,,,
st_ff,staff stuff stiff,,,,
humbl_,humble humbly,,,,
ha_,had has hat hay ham han hap haw hag hah,,,,
age_,aged agen,,,,
g_rd,gard gird,,,,
bel_,bell belt,,,,
st_ck,stock stick stuck stack,,,,
_ater,water later mater cater eater hater rater,,,,
_attle,battle cattle rattle wattle,,,,
_iller,miller killer filler tiller,,,,
p_ny,pony puny,,,,
pain_,paint pains,,,,
t_nder,tender tinder,,,,
tille_,tiller tilley,,,,
m_ter,meter mater miter,,,,
sto_er,stoker stover storer stoner,,,,
fa_ing,facing fading,,,,
p_tting,putting potting,,,,
a_ert,alert avert,,,,
_ola,cola sola kola,,,,
e_o,ego exo,,,,
_hicken,chicken thicken,,,,
gl_n,glen glyn,,,,
fo_,for fox fog foe fob foy fon fop,,,,
dru_,drug drum,,,,
sharpe_,sharper sharpen,,,,
_ripping,dripping tripping,,,,
_alling,calling falling walling galling,,,,
pra_,pray pram,,,,
c_am,clam cram cham,,,,
wi_ely,widely wisely,,,,
_hop,shop chop,,,,
to_n,town torn,,,,
graf_,graft graff,,,,
ma_illa,maxilla manilla,,,,
_elly,belly jelly,,,,
flak_,flake flaky,,,,
_efuse,refuse defuse,,,,
mor_,more morn mort mora moro,,,,
e_gle,eagle engle,,,,
ro_p,romp roup,,,,
p_cker,packer picker,,,,
cl_nch,clinch clench,,,,
wi_e,wife wide wire wine wise wipe wile,,,,
_ickle,sickle pickle fickle tickle,,,,
hu_dle,hurdle huddle,,,,
_olt,bolt holt volt colt jolt molt,,,,
mon_e,monte monde,,,,
su_ly,sully surly,,,,
cra_ked,cracked cranked,,,,
b_son,bison boson,,,,
s_rub,shrub scrub,,,,
t_le,tale tile tule,,,,
spe_k,speak speck,,,,
_ystic,mystic cystic,,,,
_lank,blank flank plank,,,,
wo_d,word wood wold,,,,
_ell,well tell cell fell sell bell hell dell yell pell mell kell vell,,,,
for_er,former forger,,,,
_lown,blown flown clown,,,,
p_rch,porch perch,,,,
for_,form fort ford fore fork,,,,
f_ed,feed fred fled,,,,
un_old,unfold untold,,,,
e_ect,elect erect eject,,,,
_atchet,ratchet hatchet,,,,
thr_at,threat throat,,,,
l_nd,land lend lond lind,,,,
mee_,meet meek meer meed,,,,
bo_st,boost boast,,,,
po_l,pool poll,,,,
_runt,brunt grunt,,,,
ple_,plea pled,,,,
ir_n,iron iran,,,,
lo_se,loose louse,,,,
ca_us,camus carus,,,,
threa_,threat thread,,,,
_hack,shack whack,,,,
s_cking,sucking sacking,,,,
hi_,his him hit hip hid hie hir hin,,,,
_ess,less mess sess ness jess cess fess,,,,
hil_,hill hilt hile,,,,
n_e,nee nye,,,,
war_ly,warmly warily,,,,
t_en,then teen,,,,
_ainting,painting fainting,,,,
expe_t,expect expert,Anticipate a pro,Expect expert,3.0,True
vas_,vast vase,,,,
_loppy,floppy sloppy,,,,
_ounding,founding sounding rounding pounding bounding,,,,
bubbl_,bubble bubbly,,,,
ca_on,canon capon,,,,
gal_,gale gall gala galt,,,,
tal_s,tales talus,,,,
_ffluent,effluent affluent,,,,
s_n,son sun sin sen,,,,
whe_l,wheel wheal,,,,
re_e,rede rete,,,,
bristl_,bristle bristly,,,,
s_l,sol sal,,,,
si_t,silt sift,,,,
_ulk,bulk hulk,,,,
sp_ll,spell spill,,,,
we_kly,weekly weakly,,,,
can_,cane cant cand,,,,
_everage,beverage leverage,,,,
_estive,festive restive,,,,
sw_m,swim swam,,,,
y_m,yam yom,,,,
_oco,loco coco poco,,,,
watche_,watches watcher,,,,
realis_,realism realist,,,,
_or,for nor tor cor dor,,,,
p_rk,park pork perk,,,,
wai_er,waiver waiter,,,,
s_allow,shallow swallow,,,,
_do,ado ido,,,,
_erse,verse terse,,,,
ball_t,ballot ballet,,,,
s_le,sale sole,,,,
ca_al,canal cabal,,,,
_atio,ratio patio,,,,
ch_t,chat chit,,,,
_uring,during curing,,,,True
dete_tion,detection detention,,,,
l_ma,lima lama loma,,,,
s_iver,shiver sliver,,,,
pro_ess,process profess prowess,,,,
boot_,boots booth booty,,,,
f_ss,fuss fess,,,,
ba_k,back bank bark balk bask,,,,
singl_,single singly,,,,True
pr_m,prim pram,,,,
ran_,rank rang rand rana rant rani,,,,
_oulder,boulder moulder,,,,
plant_r,planter plantar,,,,
sa_,say saw sat sam sad sac sap sal sao sag sai sax,,,,
_ustard,mustard custard,,,,
e_ert,exert evert,,,,
bu_ton,button burton,,,,
boo_ed,booked booted,,,,
j_lly,jelly jolly,,,,
s_ine,spine shine swine seine,,,,
_isk,risk disk fisk,,,,
prim_,prime primo,,,,
_oar,roar boar soar hoar,,,,
_erein,herein verein,,,,
broo_,brook brood broom,,,,
m_lting,melting malting,,,,
shrin_,shrine shrink,,,,
mai_,main mail maid maia maim,,,,
_ager,eager wager lager jager,,,,
_amble,gamble ramble,,,,
conce_t,concept concert conceit,,,,
nes_,nest ness,,,,
cano_,canon canoe,,,,
b_bble,bubble babble,,,,
fit_,fitz fitt,,,,
drea_,dream dread drear,,,,
pe_ce,peace pence perce,,,,
detai_,detail detain,,,,True
r_ss,ross russ,,,,
f_ord,fjord fiord,,,,
ca_ter,carter caster canter,,,,
pist_l,pistol pistil,,,,
sor_,sort sore sori,,,,
_raftsman,craftsman draftsman,,,,
ba_al,basal banal,,,,
m_no,mono mano,,,,
ree_,reed reef reel reek,,,,
_ether,nether tether aether,,,,
_aith,faith saith,,,,
_arity,parity rarity,,,,
trai_ing,training trailing,,,,
ve_l,veil veal vell,,,,
_ast,last past east fast cast vast hast mast wast bast,,,,
_eal,real deal seal meal zeal heal neal veal weal beal teal peal leal,,,,
art_ritis,arthritis arteritis,,,,
w_ft,weft waft,,,,
_emma,lemma gemma,,,,
f_own,flown frown,,,,
ra_k,rank rack,,,,
_ou,you sou,,,,
_illet,millet fillet billet willet,,,,
oliv_,olive oliva,,,,
stal_,stall stalk stale,,,,
par_on,pardon parson,,,,
_ah,pah wah bah hah,,,,
bro_ch,brooch broach,,,,
_illy,billy silly hilly willy filly,,,,
tort_ous,tortuous tortious,,,,
marte_,marten martel,,,,
b_own,brown blown,,,,
_lumber,slumber plumber,,,,
_hip,ship chip whip,,,,
val_e,value valve,,,,
_addock,paddock haddock,,,,
red_ess,redress redness,,,,
_ert,wert pert vert,,,,
hea_er,heater header healer hearer,,,,
scur_y,scurvy scurry,,,,
less_r,lesser lessor,,,,
_eam,team beam seam ream leam,,,,
ma_k,mark mask,,,,
_atent,patent latent,,,0.0,True
_lang,slang clang,,,,
quart_,quartz quarto,,,,
pre_atory,predatory prefatory,,,,
tu_er,tuber tuner,,,,
_lain,plain blain,,,,
wh_t,what whit whet,,,,
dot_,doth doty dote,,,,
s_mple,simple sample,,,,True
_umeral,numeral humeral,,,,
f_il,fail foil,,,,
lea_en,leaden leaven,,,,
con_er,confer conner conger,,,,
b_rrow,borrow barrow burrow,,,,
mo_el,model morel,,,,
_apper,capper dapper,,,,
str_nger,stranger stringer,,,,
e_ter,enter ester eater,,,,
war_en,warren warden,,,,
fo_d,food ford fold fond,,,,
ro_an,roman rowan,,,,
c_pper,copper capper,,,,
whe_ever,whenever wherever,,,,
ca_el,camel capel,,,,
der_,dere derm,,,,
p_trol,patrol petrol,,,,
brid_e,bridge bridle,,,,True
ban_er,banker banner banter,,,,
_olk,folk yolk,,,,
_ternal,eternal sternal,,,,
scrubbe_,scrubbed scrubber,,,,
lit_,lite lith,,,,
pu_ic,pubic punic,,,,
_ushy,bushy mushy,,,,
chai_,chair chain,,,,
_aught,taught caught naught,,,,
_lazing,blazing glazing,,,,
snee_,sneer sneed,,,,
nai_,nail naik,,,,
rei_,rein reis reit,,,,
_lant,plant slant,Tree lean,Plant slant,,
pile_,piles piled,,,,
s_ool,stool spool,,,,
d_gger,dagger digger,,,,
_ardy,hardy tardy,,,,
f_agrant,fragrant flagrant,,,,
s_ots,shots scots,,,,
comp_,compt compo,,,,
_ank,bank rank tank sank hank yank dank lank,,,,
g_oss,gross gloss,,,,
vi_,via viz vis vie vim,,,,
_we,owe awe ewe,,,,
r_nger,ranger ringer,,,,
identi_y,identity identify,,,,
set_,seta sett,,,,
be_k,beck beak,,,,
_anker,banker canker,,,,
wh_,who why,,,,
sc_pe,scope scape,,,,
b_ating,beating boating,,,,
ju_e,june jute,,,,
scar_,scare scarf scary scarp,,,,
_ork,work fork pork cork,,,,
r_sk,risk rusk,,,,
gri_e,grime grice gripe,,,,
_ward,award sward,,,,
f_ith,faith frith,,,,
_ule,rule mule yule tule,,,,
c_own,crown clown,,,,
w_ke,wake woke,,,,
wea_ing,wearing weaving,,,,
_ox,box fox cox pox vox,,,,
ha_dy,hardy handy,,,,
_ught,ought aught,,,,
b_rtram,bertram bartram,,,,
remove_,removed remover,,,,
s_am,seam sham swam slam,,,,
del_,dell dele,,,,
limbe_,limber limbed,,,,
fri_ge,fringe fridge,,,,
rive_,river rivet riven,,,,
_ari,sari vari,,,,
bil_,bill bile,,,,
tin_le,tingle tinkle,,,,
hire_,hires hirer,,,,
bre_ch,breach breech,,,,
bloo_,blood bloom,,,,
thi_,this thin,,,,
fi_ter,filter fitter,,,,
pric_,price prick,,,,
_ation,nation ration cation lation sation,,,,True
_eductive,deductive seductive reductive,,,,
_etch,fetch vetch ketch,,,,
s_ent,spent scent stent,,,,
_enon,xenon tenon,,,,
_ind,find mind kind wind bind hind rind lind,,,,
p_tent,patent potent,,,0.0,True
tho_,thou thor,,,,
give_,given gives giver,,,,
ne_tle,nettle nestle,,,,
_ruit,fruit bruit,,,,
talu_,talus taluk,,,,
_ews,news mews,,,,
_anon,canon fanon,,,,
_risk,brisk frisk,,,,
l_ra,lira lyra,,,,
c_lling,calling culling,,,,
l_ce,lace lice luce,,,,
cle_,clem clef clew,,,,
_raze,graze craze,,,,
re_over,recover remover,,,,
_unic,tunic punic,,,,
_usky,dusky husky,,,,
hun_er,hunter hunger,,,,
di_l,dial dill,,,,
se_m,seem seam,,,,
hove_,hover hovel,,,,
spur_,spurt spurn,,,,
su_t,suit suet,,,,
_onor,honor donor,,,,
_aven,haven raven,,,,
subtl_,subtle subtly,,,,
lo_e,love lose lobe lone lore lode lope,,,,
_onus,bonus conus tonus,,,,
glu_,glue glut glum,,,,
_ip,tip lip hip dip zip sip rip pip nip kip,,,,
fl_w,flow flew flaw,,,,
_each,reach beach teach peach leach,,,,
humme_,hummel hummer,,,,
de_k,desk deck,,,,
pluralis_,pluralism pluralist,,,,
_estal,vestal festal,,,,
chromati_,chromatin chromatic,,,,
w_de,wide wade,,,,
_anna,manna canna,,,,
kil_,kill kiln kilo kilt,,,,
_anister,canister banister,,,,
som_,some soma,,,,
var_,vary vari vara,,,,
_olon,colon solon,,,,
_ist,list hist mist fist gist cist,,,,
_aptor,captor raptor,,,,
s_ake,shake stake snake spake,,,,
m_sa,mesa musa,,,,
cha_t,chart chant,,,,
a_l,all ail awl,,,,
ca_t,cast cart cant,,,,
_od,god rod cod dod nod sod pod tod hod,,,,
s_ope,scope slope stope,,,,
_ropper,cropper dropper,,,,
lous_,lousy louse,,,,
cracke_,cracked cracker,,,,
ri_ing,rising riding,,,,
car_el,cartel carrel,,,,
kam_,kama kami,,,,
dis_al,distal dismal discal,,,,
ben_,bent bend bene,,,,
j_ne,june jane,,,,
sun_,sung sunk,,,,
loa_,loan load loam loaf,,,,
s_ider,spider slider snider,,,,
_ranium,uranium cranium,,,,
m_de,made mode,,,,
_bb,ebb abb,,,,
_asty,hasty nasty tasty pasty,,,,
_rime,crime prime grime,,,,
st_p,step stop,,,,
clif_,cliff clift,,,,
sla_er,slater slayer,,,,
tor_ent,torment torrent,,,,
_mpire,empire umpire,,,,
s_ud,stud spud scud,,,,
_room,groom broom,,,,
loyal_y,loyalty loyally,,,,
_aying,saying laying,,,,
swor_,sword sworn swore,,,,
_eaning,meaning leaning,,,,
snor_,snort snore,,,,
shin_,shine shiny,,,,
fe_,few fee fed fer fen fet feu fez fey,,,,
ma_e,made make male mate mare maze mace mane mage,,,,
sp_lt,spelt spilt,,,,
c_rt,cart curt,,,,
uneas_,uneasy unease,,,,
wir_,wire wiry,,,,
ph_nology,phonology phenology,,,,
a_ent,agent anent,,,,
vo_,vow vox,,,,
_ock,rock lock dock cock mock sock hock nock,,,,
yo_e,yoke yore,,,,
ad_,add ado,,,,
_ocation,location vocation,,,,
_urious,curious furious,,,,
fre_,free fred fret,,,,
b_y,boy bay buy bey,,,,
de_ide,decide deride,,,,
b_on,boon bion,,,,
s_iff,stiff sniff skiff,,,,
_elieving,believing relieving,,,,
rus_,rush rust russ rusk ruse,,,,
plum_,plume plump plumb,,,,
broke_,broken broker,,,,True
so_o,solo soho,,,,
str_king,striking stroking,,,,
_rt,art ort,,,,
gh_stly,ghastly ghostly,,,,
sh_d,shed shad shod,,,,
_eaver,beaver weaver,,,,
stin_,sting stint stink,,,,
polic_,policy police,Cop rules,Police policy,2.0,True
ni_ble,nimble nibble,,,,
wo_dy,woody wordy,,,,
h_rry,harry hurry,,,,
in_ect,insect infect inject,,,,
ru_e,rule rude ruse rune,,,,
tr_mp,trump tramp,,,,
rounde_,rounded rounder,,,,
_ullet,bullet mullet pullet gullet,,,,
p_ise,poise prise,,,,
_orrow,morrow sorrow borrow,,,,
lim_,lime limb lima limp,,,,
se_d,send seed seid,,,,
bus_,busy bush bust buss,,,,
_lan,plan clan elan,,,,
lesse_,lesser lessee lessen,,,,
re_ulsion,repulsion revulsion,,,,
gra_e,grade grace grave grape grate graze,,,,
_ien,lien mien,,,,
re_ain,remain retain regain,,,,True
wel_er,welder welter,,,,
h_ard,heard hoard,,,,
_anal,canal banal,,,,
be_el,bevel betel,,,,
rim_,rime rima,,,,
e_r,ear err,,,,
mau_e,mauve maule,,,,
poe_,poet poem,,,,
ridde_,ridden ridder,,,,
fun_us,fungus fundus,,,,
so_,son soc sol sow soy sod sob soe sou sos sop sot,,,,
di_k,disk dirk,,,,
_horn,thorn shorn,,,,
i_y,ivy icy,,,,
ci_que,cinque cirque,,,,
k_te,kate kite,,,,
_owry,lowry dowry,,,,
_inged,winged hinged ringed,,,,
ce_t,cent celt,,,,
_ocket,pocket docket rocket socket locket,,,,
alt_r,alter altar,,,,
ma_ic,magic manic malic,,,,
pa_r,pair parr,,,,
v_in,vain vein,,,,
grou_ing,grouping grouting,,,,
p_c,pac pic,,,,
overh_ng,overhang overhung,,,,
a_ies,aries abies,,,,
_aff,gaff raff,,,,
_ilt,silt gilt wilt tilt hilt milt kilt lilt,,,,
b_tty,betty batty,,,,
roug_,rough rouge,,,,
su_,sum sun sub sue sup sug,,,,
s_ck,sick sack suck sock,,,,
consol_,console consols,,,,
value_,valued valuer,,,,
b_nny,bunny bonny,,,,
p_w,paw pew,,,,
bu_g,burg bung,,,,
can_or,candor cantor,,,,
bol_ing,bolting bolling,,,,
_equest,request bequest,,,,
fi_t,fist fiat fitt,,,,
chi_e,chine chime chide,,,,
imm_nence,immanence imminence,,,,
_adre,cadre padre,,,,
ra_h,rash rath,,,,
me_l,meal mell,,,,
_rowl,growl prowl,,,,
cre_k,creek creak,,,,
mar_h,march marsh,,,,
base_ess,baseless baseness,,,,
casin_,casing casino,,,,
f_ce,face fice,,,,
bo_l,bowl boil boll,,,,
pla_e,place plate plane,,,,
_ellows,bellows yellows,,,,
w_llet,wallet willet,,,,
wa_ing,waking waning wading,,,,
sh_fting,shifting shafting,,,,
_ream,dream cream bream,,,,
t_b,tab tub,,,,
_eave,leave weave heave,,,,
l_ading,leading loading,,,,
ticke_,ticket ticker,,,,
pes_,pest peso,,,,
_am,dam sam ram cam ham nam jam lam pam mam yam bam kam gam,,,,
r_st,rest rust rost,,,,
r_sh,rush rash,,,,
_ile,file mile pile tile bile nile vile hile wile,,,,
s_one,stone shone scone,,,,
_ummer,summer hummer,,,,
sum_er,summer sumner,,,,True
_restle,trestle wrestle,,,,
r_al,real rial,,,,
di_ty,dirty ditty,,,,
gran_,grant grand,,,,
t_mer,timer tamer,,,,
brui_,bruit bruin,,,,
b_llion,billion bullion,,,,
min_ing,minding mincing,,,,
wa_d,ward wand wald,,,,
won_,wont wong,,,,
ke_n,keen kern,,,,
vers_,verse verso,,,,
t_ine,thine twine,,,,
dori_,doris doric,,,,
refine_,refined refiner,,,,
_hyme,rhyme thyme,,,,
s_ringer,springer stringer,,,,
tr_pe,trope tripe,,,,
compose_,composed composer,,,,
win_ing,winning winding wincing,,,,
gent_y,gently gentry,,,,
_oodle,noodle poodle doodle,,,,
swis_,swiss swish,,,,
_aft,raft daft waft haft,,,,
statu_,status statue,,,,
toxi_,toxic toxin,,,,
f_rce,force farce,,,,
_ther,other ether,,,,
bu_ble,bubble bumble,,,,
do_,dog don doe dot dod dow dom dor doo,,,,
comme_ce,commerce commence,,,,
p_ddle,paddle puddle,,,,
_ateful,hateful fateful,,,,
pal_,pale palm palo pall pali palp,,,,
un_ounded,unfounded unbounded,,,,
_umper,bumper jumper,,,,
r_s,res ras ris,,,,
goa_,goal goat goad,,,,
_oast,coast boast toast roast,,,,
kee_ing,keeping keeling,,,,
stylis_,stylish stylist,,,,
_ipsy,gipsy tipsy,,,,
ro_dy,rowdy roddy,,,,
we_t,west went wept wert welt weft,,,,
ren_er,render renter renner,,,,
stri_e,strike strive strife stripe stride,Walkout problems,Strike strife,3.0,True
hum_ral,humoral humeral,,,,
_ettle,settle kettle nettle mettle,,,,
_lop,flop slop,,,,
ro_ter,roster router,,,,
l_ve,love live lave,,,,
l_e,lie lee lye,,,,
injur_,injury injure,,,,True
de_on,demon devon,,,,
m_dden,madden midden,,,,
_agger,dagger jagger,,,,
jo_n,john join,,,,
_ouse,house mouse rouse louse bouse,,,,
